9.40754,0.0001,0.502609,1.97667,4.16822e-07,148093,26.0898,1508.3,1.09699
9.40754,0.000209265,0.505464,1.97668,4.56388e-07,149089,26.1281,1508.3,1.09863
9.40754,0.000326948,0.508544,1.97668,4.92669e-07,150180,26.1699,1508.3,1.10042
9.40754,0.000452296,0.51183,1.97669,5.2603e-07,151357,26.2146,1508.3,1.10233
9.40754,0.000584634,0.515305,1.97669,5.56796e-07,152614,26.2621,1508.3,1.10435
9.40754,0.000723359,0.518955,1.9767,5.85254e-07,153945,26.312,1508.3,1.10647
9.40754,0.000867935,0.522767,1.9767,6.11661e-07,155344,26.3639,1508.3,1.10867
9.40754,0.00101788,0.526728,1.97671,6.36245e-07,156807,26.4178,1508.3,1.11095
9.40754,0.00117277,0.530829,1.97672,6.59209e-07,158328,26.4734,1508.3,1.11329
9.40754,0.00133223,0.535059,1.97672,6.80734e-07,159905,26.5305,1508.3,1.11569
9.40754,0.0014959,0.539411,1.97673,7.00982e-07,161533,26.5889,1508.3,1.11814
9.40754,0.0016635,0.543877,1.97674,7.20098e-07,163210,26.6485,1508.3,1.12063
9.40754,0.00183474,0.548451,1.97674,7.38211e-07,164932,26.7091,1508.3,1.12316
9.40754,0.0020094,0.553127,1.97675,7.55436e-07,166698,26.7706,1508.3,1.12572
9.40754,0.00218725,0.557899,1.97676,7.71877e-07,168506,26.833,1508.3,1.1283
9.40754,0.0023681,0.562763,1.97677,7.87627e-07,170353,26.8961,1508.3,1.13091
9.40754,0.0025518,0.567715,1.97677,8.02769e-07,172237,26.9598,1508.3,1.13354
9.40754,0.00273818,0.572752,1.97678,8.17377e-07,174158,27.024,1508.3,1.13619
9.40754,0.00292712,0.57787,1.97679,8.31518e-07,176114,27.0887,1508.3,1.13884
9.40754,0.0031185,0.583067,1.9768,8.45253e-07,178104,27.1539,1508.3,1.14151
9.40754,0.00331221,0.58834,1.9768,8.58635e-07,180127,27.2194,1508.3,1.14419
9.40754,0.00350817,0.593687,1.97681,8.71712e-07,182182,27.2852,1508.3,1.14687
9.40754,0.00370629,0.599105,1.97682,8.84529e-07,184268,27.3513,1508.3,1.14956
9.40754,0.0039065,0.604595,1.97683,8.97124e-07,186385,27.4176,1508.3,1.15224
9.40754,0.00410874,0.610153,1.97684,9.09534e-07,188532,27.4841,1508.3,1.15494
9.40754,0.00431296,0.615779,1.97685,9.21789e-07,190709,27.5508,1508.3,1.15763
9.40754,0.00451911,0.621473,1.97686,9.33918e-07,192915,27.6176,1508.3,1.16032
9.40754,0.00472714,0.627232,1.97686,9.45948e-07,195149,27.6844,1508.3,1.163
9.40754,0.00493703,0.633057,1.97687,9.57902e-07,197413,27.7514,1508.3,1.16569
9.40754,0.00514874,0.638946,1.97688,9.698e-07,199705,27.8184,1508.3,1.16837
9.40754,0.00536225,0.6449,1.97689,9.81663e-07,202025,27.8855,1508.3,1.17105
9.40754,0.00557753,0.650918,1.9769,9.93507e-07,204373,27.9526,1508.3,1.17373
9.40754,0.00579457,0.656999,1.97691,1.00535e-06,206749,28.0197,1508.3,1.1764
9.40754,0.00601336,0.663144,1.97692,1.0172e-06,209153,28.0867,1508.3,1.17906
9.40754,0.00623388,0.669353,1.97693,1.02908e-06,211586,28.1538,1508.3,1.18172
9.40754,0.00645612,0.675624,1.97694,1.04099e-06,214046,28.2208,1508.3,1.18437
9.40754,0.00668007,0.68196,1.97695,1.05296e-06,216534,28.2877,1508.3,1.18702
9.40754,0.00690574,0.688358,1.97696,1.06497e-06,219051,28.3546,1508.3,1.18966
9.40754,0.00713312,0.694821,1.97697,1.07706e-06,221595,28.4214,1508.3,1.19229
9.40754,0.00736221,0.701347,1.97698,1.08922e-06,224168,28.4882,1508.3,1.19492
9.40754,0.00759301,0.707938,1.97699,1.10146e-06,226770,28.5548,1508.3,1.19754
9.40754,0.00782552,0.714592,1.977,1.11379e-06,229400,28.6213,1508.3,1.20015
9.40754,0.00805975,0.721312,1.97701,1.12622e-06,232059,28.6878,1508.3,1.20275
9.40754,0.00829569,0.728096,1.97702,1.13875e-06,234747,28.7541,1508.3,1.20535
9.40754,0.00853337,0.734946,1.97703,1.15139e-06,237465,28.8203,1508.3,1.20794
9.40754,0.00877278,0.741862,1.97704,1.16414e-06,240211,28.8864,1508.3,1.21053
9.40754,0.00901393,0.748844,1.97705,1.177e-06,242987,28.9523,1508.3,1.2131
9.40754,0.00925682,0.755892,1.97707,1.18999e-06,245793,29.0181,1508.3,1.21567
9.40754,0.00950148,0.763008,1.97708,1.20311e-06,248629,29.0837,1508.3,1.21823
9.40754,0.00974791,0.770191,1.97709,1.21636e-06,251496,29.1492,1508.3,1.22078
9.40754,0.00999612,0.777442,1.9771,1.22975e-06,254393,29.2145,1508.3,1.22333
9.40754,0.0102461,0.784762,1.97711,1.24327e-06,257320,29.2797,1508.3,1.22586
9.40754,0.0104979,0.792151,1.97712,1.25694e-06,260279,29.3447,1508.3,1.22839
9.40754,0.0107515,0.79961,1.97714,1.27075e-06,263269,29.4095,1508.3,1.23092
9.40754,0.011007,0.807138,1.97715,1.28471e-06,266291,29.4741,1508.3,1.23343
9.40754,0.0112643,0.814738,1.97716,1.29883e-06,269345,29.5385,1508.3,1.23594
9.40754,0.0115234,0.822409,1.97717,1.3131e-06,272431,29.6027,1508.3,1.23844
9.40754,0.0117844,0.830153,1.97718,1.32753e-06,275550,29.6668,1508.3,1.24093
9.40754,0.0120473,0.837968,1.9772,1.34213e-06,278701,29.7306,1508.3,1.24342
9.40754,0.0123121,0.845857,1.97721,1.35689e-06,281885,29.7942,1508.3,1.24589
9.40754,0.0125788,0.85382,1.97722,1.37182e-06,285103,29.8576,1508.3,1.24836
9.40754,0.0128474,0.861858,1.97724,1.38692e-06,288355,29.9208,1508.3,1.25083
9.40754,0.0131179,0.86997,1.97725,1.40219e-06,291641,29.9837,1508.3,1.25328
9.40754,0.0133905,0.878159,1.97726,1.41764e-06,294961,30.0464,1508.3,1.25573
9.40754,0.013665,0.886423,1.97728,1.43328e-06,298316,30.1089,1508.3,1.25817
9.40754,0.0139415,0.894765,1.97729,1.44909e-06,301706,30.1711,1508.3,1.26061
9.40754,0.0142199,0.903185,1.9773,1.46509e-06,305132,30.2331,1508.3,1.26303
9.40754,0.0145005,0.911683,1.97732,1.48128e-06,308593,30.2948,1508.3,1.26545
9.40754,0.014783,0.920261,1.97733,1.49766e-06,312090,30.3563,1508.3,1.26786
9.40753,0.0150677,0.928918,1.97735,1.51424e-06,315624,30.4175,1508.3,1.27027
9.40753,0.0153543,0.937657,1.97736,1.53101e-06,319195,30.4784,1508.3,1.27267
9.40753,0.0156431,0.946476,1.97737,1.54798e-06,322803,30.5391,1508.3,1.27506
9.40753,0.015934,0.955378,1.97739,1.56516e-06,326448,30.5994,1508.3,1.27744
9.40753,0.0162271,0.964362,1.9774,1.58254e-06,330132,30.6595,1508.3,1.27982
9.40753,0.0165223,0.97343,1.97742,1.60013e-06,333853,30.7193,1508.3,1.28219
9.40753,0.0168196,0.982582,1.97743,1.61794e-06,337614,30.7787,1508.3,1.28455
9.40753,0.0171192,0.991819,1.97745,1.63596e-06,341413,30.8379,1508.3,1.28691
9.40753,0.0174209,1.00114,1.97747,1.6542e-06,345252,30.8967,1508.3,1.28926
9.40753,0.0177249,1.01055,1.97748,1.67266e-06,349130,30.9552,1508.3,1.2916
9.40753,0.0180311,1.02005,1.9775,1.69134e-06,353049,31.0134,1508.3,1.29394
9.40753,0.0183396,1.02963,1.97751,1.71025e-06,357009,31.0713,1508.3,1.29627
9.40753,0.0186504,1.03931,1.97753,1.7294e-06,361009,31.1288,1508.3,1.29859
9.40753,0.0189635,1.04907,1.97755,1.74877e-06,365051,31.186,1508.3,1.3009
