12.0147695064325,2.05815548449178,0.03
11.714587666052,2.41409587575352,0.06
11.2273958470863,2.75822295471794,0.09
10.7403869080488,3.08773966687073,0.12
10.2533749750936,3.40264603703651,0.15
9.76634663000972,3.70294184999738,0.18
9.27916363196777,3.9886219239313,0.21
8.79206111513346,4.25969025830388,0.24
8.43218099014095,4.51705748918193,0.27
8.37190902128387,4.76869941392877,0.3
8.42214810148848,5.02043508396408,0.33
8.52299079681089,5.27452286246602,0.36
8.65175488699547,5.53209234853873,0.39
8.79710028086594,5.79379299047215,0.42
8.95351289046103,6.06003099279957,0.45
9.11722084788773,6.3310769232322,0.48
9.28618547843786,6.60711856990589,0.51
9.45909786751613,6.8882900331848,0.54
9.63482696626035,7.1746916320688,0.57
9.81273320249628,7.46639979454398,0.6
9.99237383330343,7.76347150739795,0.63
3.38140627740457,7.93104293937857,0.66
0,8.04247719318987,0.69
