0.1,2994.77873446054,1.11458399153555,1.15330587805509,310.473013821246,766.930555832241,0.107543647500376
1.1,3227.31808466194,1.12591474481153,1.15153550030462,302.490810869514,789.505544975044,1.12670984115964
2.1,3285.31755668396,1.12919514417671,1.15157792221703,300.518692489337,794.718045680886,2.12688402727596
3.1,3318.68624340967,1.13117027449238,1.15170988989024,299.378719022655,797.626674632267,3.11995214802257
4.1,3341.80249783401,1.13257454482193,1.15184939632083,298.583906181931,799.599373565518,4.10875307648408
5.1,3359.31733110085,1.1336566482617,1.15198157583903,297.977491579892,801.069377551512,5.09458773691574
6.1,3373.31730945554,1.13453167300568,1.15210355086022,297.489317861351,802.228176946533,6.07819493809642
7.1,3384.91501540315,1.13526240816083,1.15221535643676,297.082019401673,803.176667751859,7.06004667378309
8.1,3394.77227584154,1.13588698417853,1.15231789122264,296.733387160759,803.974258625601,8.04046782340293
9.1,3403.31380084333,1.13643024998815,1.15241216421854,296.429169773303,804.658748212864,9.01969433189363
10.1,3410.82788038264,1.13690929200069,1.15249911386965,296.159691701932,805.255597710607,9.9979044152318
11.1,3417.51881372998,1.13733630750021,1.15257950264862,295.918089139016,805.782729751285,10.9752370959693
12.1,3423.53659154561,1.1377205499912,1.15265414902303,295.699338836467,806.253222650886,11.9518023629619
13.1,3428.99430096132,1.13806881164484,1.15272362239037,295.499625034955,806.676852729145,12.9276908639569
14.1,3433.97932201579,1.13838657481874,1.15278849234759,295.316018428267,807.061161529016,13.9029766285479
15.1,3438.56046752545,1.13867808257587,1.15284920734541,295.146197519741,807.412049582654,14.8777223367076
16.1,3442.79289317748,1.13894676555839,1.15290619697481,294.988298259632,807.734213930108,15.8519812477373
17.1,3446.72134029741,1.13919544614785,1.15295971389244,294.840816960829,808.03147591551,16.8257988078177
18.1,3450.38278382801,1.13942654706454,1.15301016878991,294.702509337989,808.306950380146,17.7992139373744
19.1,3453.80792352392,1.13964198047853,1.15305778977606,294.572333415693,808.563220078356,18.7722613101067
