0.156737738665596,0.0019520378141154,0.02,0.5
0.282398232228685,0.006343352891631,0.04,0.5
0.408072216838176,0.013248045169375,0.06,0.5
0.533748673643975,0.0226662538625166,0.08,0.5
0.659404716492271,0.0345975836694494,0.1,0.5
0.785070966337078,0.0490423403698234,0.12,0.5
0.910737216998557,0.0660004222183578,0.14,0.5
1.03640371501614,0.0854718310241164,0.16,0.5
1.1620655473374,0.107456472712044,0.18,0.5
1.28772993118846,0.131954426754466,0.2,0.5
1.41339435026315,0.158965669375712,0.22,0.5
1.53905877024247,0.188490200396844,0.24,0.5
0,0.196349540849362,0.26,0.5
